distance_km,hour_of_day,day_of_week,month,priority,speed_kmh
0.878,1,6,2,Standard,15.2
9.233,7,4,2,Standard,13.09
1.895,18,3,6,Standard,5.72
1.814,16,5,5,Standard,14.68
1.504,22,4,4,Express,8.0
1.905,7,1,6,Standard,13.14
4.508,21,2,2,Standard,21.41
1.412,14,4,5,Standard,15.69
0.575,6,3,6,Standard,8.38
21.166,20,0,1,Standard,27.47
1.386,8,3,4,Standard,9.06
1.23,14,2,6,Standard,9.75
2.199,17,0,1,Standard,13.7
1.038,15,5,4,Standard,5.09
1.873,19,1,2,Standard,16.13
1.636,8,0,4,Standard,9.67
0.551,7,2,5,Standard,9.23
0.913,16,0,3,Express,8.2
2.139,23,3,1,Standard,9.27
1.173,17,6,2,Standard,12.64
19.009,18,1,4,Standard,28.71
2.309,3,6,2,Standard,17.46
1.323,20,2,1,Express,14.91
1.65,15,6,3,Express,15.87
2.338,15,5,5,Standard,17.43
2.707,0,3,6,Standard,21.85
8.508,20,0,5,Standard,30.15
2.357,22,1,5,Standard,12.04
3.249,23,4,3,Standard,15.79
2.084,12,0,5,Express,4.89
1.374,7,3,4,Standard,6.47
2.193,9,2,4,Standard,12.69
5.287,19,2,6,Standard,26.15
2.03,10,3,6,Standard,10.79
3.294,18,6,4,Standard,16.16
3.44,14,4,1,Standard,8.65
1.299,12,1,4,Standard,12.43
1.206,0,5,4,Standard,8.27
1.525,19,1,5,Standard,7.95
2.355,21,3,4,Standard,12.36
2.704,9,4,1,Standard,9.07
4.584,14,5,2,Standard,19.46
20.52,6,4,4,Express,18.34
0.481,9,2,3,Standard,3.36
1.101,6,1,3,Standard,18.18
5.095,3,5,2,Standard,19.29
2.038,8,3,1,Standard,7.22
1.43,19,0,2,Standard,11.57
11.464,1,5,4,Standard,21.24
3.701,11,3,4,Standard,8.0
1.609,7,4,5,Standard,6.8
0.96,10,3,3,Standard,11.0
3.714,20,1,3,Express,13.38
3.856,19,4,5,Express,42.23
1.268,10,6,2,Express,14.58
0.9,5,2,4,Standard,11.74
1.394,7,1,3,Standard,10.66
1.417,20,0,1,Standard,13.86
1.272,18,0,5,Standard,10.45
12.664,1,6,4,Standard,27.65
0.457,15,4,2,Standard,9.0
1.71,11,0,3,Standard,9.47
1.923,12,0,6,Standard,11.35
3.912,17,5,1,Express,11.44
2.669,15,1,1,Standard,5.27
7.813,8,6,2,Standard,26.56
1.958,12,4,4,Standard,10.28
2.756,7,2,6,Express,12.87
0.94,11,1,3,Express,17.35
0.974,13,6,3,Standard,21.25
17.89,5,4,2,Standard,26.6
0.8,6,3,6,Standard,10.07
1.828,21,4,2,Standard,12.78
2.031,15,3,2,Standard,9.6
5.925,14,6,2,Standard,27.38
3.713,18,5,5,Standard,19.12
1.246,16,5,2,Standard,18.01
3.01,17,2,4,Standard,10.67
7.88,23,5,4,Standard,17.45
1.009,6,1,2,Standard,14.54
1.459,20,6,2,Express,15.62
3.083,11,2,5,Standard,9.68
3.141,1,6,5,Standard,17.42
2.413,23,5,2,Standard,9.67
1.404,18,4,6,Standard,14.32
1.68,21,0,3,Standard,15.31
6.045,0,1,6,Standard,18.36
1.823,8,4,1,Standard,5.28
1.938,14,2,5,Standard,6.63
2.181,0,4,4,Express,20.14
3.303,18,1,6,Standard,13.99
1.412,17,2,2,Standard,4.65
0.358,18,6,5,Standard,7.54
2.553,1,5,5,Standard,28.27
15.435,21,5,5,Standard,26.92
3.814,22,3,3,Standard,23.0
1.42,12,5,4,Standard,15.04
2.199,22,5,6,Express,13.93
1.806,22,2,6,Express,12.1
2.452,17,1,3,Standard,10.9
2.124,11,5,3,Standard,11.77
3.781,22,2,2,Express,20.89
1.43,22,0,2,Standard,11.57
2.303,13,5,5,Standard,17.6
2.0,9,4,3,Standard,6.23
4.4,12,5,6,Standard,9.01
20.117,6,3,4,Standard,16.64
4.01,8,3,4,Express,11.0
2.653,17,5,2,Standard,18.91
2.271,17,0,3,Standard,17.51
1.137,20,0,4,Standard,10.34
5.923,22,5,5,Standard,17.8
1.238,10,3,1,Standard,8.24
3.784,10,5,2,Standard,10.31
2.623,22,4,3,Standard,15.66
0.872,20,2,5,Express,9.52
1.126,8,1,5,Standard,5.87
7.963,8,5,6,Standard,29.89
3.327,21,2,2,Express,24.05
0.914,9,1,4,Standard,7.99
19.882,4,4,3,Express,60.08
2.286,15,3,1,Standard,12.88
1.616,22,6,6,Express,13.28
1.972,0,6,1,Standard,9.5
2.92,21,2,6,Standard,9.9
2.912,8,1,3,Standard,17.36
1.112,20,0,5,Standard,11.61
1.681,8,4,6,Standard,36.46
2.257,6,4,1,Standard,13.99
2.431,20,5,6,Standard,18.47
24.227,11,4,3,Standard,36.66
2.024,12,0,5,Standard,9.42
19.548,16,5,6,Standard,23.22
11.581,11,3,6,Standard,21.11
0.924,18,2,1,Standard,11.2
2.827,20,3,4,Standard,12.38
1.027,22,6,5,Standard,13.11
4.976,4,4,4,Express,26.86
0.923,19,4,1,Standard,7.45
5.208,20,1,2,Standard,10.02
4.176,19,1,1,Standard,21.98
5.909,12,5,2,Standard,13.79
0.733,8,2,3,Standard,10.23
3.025,14,6,1,Express,15.13
2.865,21,5,4,Express,18.6
1.46,12,4,6,Standard,6.19
3.069,12,5,1,Standard,15.56
0.96,15,2,2,Express,12.56
0.337,19,2,5,Standard,9.47
5.668,22,3,4,Standard,18.98
1.598,12,4,1,Standard,27.93
0.848,9,1,5,Standard,11.06
1.182,8,6,5,Standard,23.39
19.615,17,3,1,Standard,29.66
20.834,15,5,2,Standard,30.92
2.271,23,4,2,Standard,17.29
0.976,18,0,1,Express,12.68
0.621,18,3,5,Standard,2.23
22.803,14,6,2,Express,41.95
12.769,20,5,5,Express,40.24
0.566,20,0,5,Standard,5.72
2.238,8,6,6,Standard,19.6
3.391,9,3,1,Standard,7.86
3.005,19,5,6,Express,10.7
4.038,7,5,3,Express,27.64
2.764,0,6,4,Express,16.82
0.998,11,2,6,Standard,5.56
1.786,10,4,2,Express,12.8
0.785,12,5,6,Express,5.78
1.548,22,2,4,Standard,25.8
5.107,0,4,6,Standard,9.64
1.151,19,0,6,Standard,9.19
13.185,4,6,6,Standard,21.22
0.842,16,5,1,Standard,4.29
2.773,21,2,6,Express,14.93
1.88,14,1,1,Standard,14.28
4.938,1,2,2,Standard,20.43
3.749,22,4,4,Express,9.11
0.928,13,4,3,Standard,8.27
1.075,13,2,6,Standard,8.29
4.433,20,4,3,Standard,26.6
6.182,15,6,4,Standard,26.98
9.525,23,6,3,Express,38.12
4.329,17,1,3,Standard,19.41
9.854,18,2,4,Standard,22.44
2.181,19,4,1,Standard,7.02
1.085,22,2,4,Standard,10.5
2.05,10,6,6,Standard,12.97
1.68,18,3,1,Express,10.76
1.16,7,2,3,Standard,12.39
0.969,12,6,3,Express,8.99
1.097,21,4,4,Express,30.48
3.846,12,1,4,Express,10.91
2.321,4,5,3,Standard,16.26
4.292,19,6,1,Standard,27.3
3.702,6,1,5,Standard,30.57
3.603,0,1,6,Standard,22.4
0.824,11,6,2,Express,6.31
1.713,2,4,4,Standard,19.09
9.142,5,3,5,Standard,26.12
4.485,20,5,1,Express,12.51
2.124,18,4,2,Standard,10.25
1.395,0,2,5,Standard,13.08
0.57,13,2,5,Standard,10.07
3.588,12,0,5,Standard,9.08
5.798,23,2,4,Standard,21.06
0.865,21,1,1,Standard,12.77
3.596,14,5,3,Standard,10.28
2.796,18,2,6,Standard,16.21
1.677,8,2,3,Standard,11.35
2.835,7,1,4,Standard,23.85
1.25,22,1,6,Standard,10.22
2.129,18,0,2,Express,13.57
1.639,13,4,2,Standard,7.06
0.577,6,4,1,Standard,6.31
1.503,19,4,4,Standard,11.54
5.353,17,3,5,Standard,9.84
0.535,19,6,4,Standard,11.07
2.081,14,1,1,Standard,5.72
3.954,5,6,3,Standard,30.62
0.376,22,1,3,Standard,10.24
2.096,20,2,1,Standard,22.25
0.784,6,0,6,Standard,6.98
1.806,11,4,1,Standard,17.16
0.893,12,1,1,Express,7.28
21.143,23,4,5,Standard,16.01
0.457,22,1,3,Standard,6.1
0.415,2,4,2,Standard,5.59
1.156,22,3,6,Express,32.18
1.071,23,6,6,Standard,21.78
4.181,19,6,6,Standard,15.55
4.198,11,4,3,Standard,14.27
5.76,20,2,3,Express,19.96
2.694,20,6,3,Standard,20.2
1.623,16,0,3,Standard,3.62
1.059,22,2,3,Standard,13.62
1.108,12,3,4,Express,10.67
13.812,16,1,1,Standard,19.94
5.797,19,1,3,Standard,13.17
4.463,12,3,2,Standard,11.79
1.02,12,4,2,Standard,14.68
5.258,10,2,2,Standard,11.44
2.011,20,3,3,Express,11.55
3.647,0,6,6,Standard,31.41
1.353,20,1,6,Standard,17.15
0.746,1,5,1,Standard,10.17
6.194,18,3,4,Standard,15.7
1.46,3,6,3,Express,6.15
1.912,7,4,2,Standard,18.65
2.05,10,0,5,Standard,11.34
2.121,23,4,2,Standard,15.03
1.656,20,1,4,Standard,19.61
2.473,18,2,5,Standard,12.87
2.999,15,4,6,Standard,3.87
1.076,3,5,4,Standard,14.13
1.321,15,3,3,Standard,10.08
2.091,16,4,1,Standard,11.87
3.49,13,2,6,Standard,6.26
0.445,15,0,4,Standard,1.92
0.505,15,4,3,Standard,11.64
1.839,23,2,1,Standard,12.17
1.154,15,4,4,Standard,22.7
12.67,14,4,5,Standard,9.16
2.565,10,1,4,Express,8.25
2.28,0,6,6,Standard,13.68
1.169,18,5,2,Standard,13.03
0.869,14,4,4,Standard,8.51
2.098,12,5,1,Express,16.13
0.901,14,5,6,Standard,9.54
1.209,19,3,4,Standard,5.91
0.781,7,2,6,Express,18.54
1.466,14,1,3,Standard,9.47
8.992,15,1,1,Standard,10.78
20.577,12,4,5,Standard,23.43
0.885,18,5,5,Standard,4.9
3.751,2,6,2,Standard,15.0
5.621,3,3,4,Standard,20.01
3.137,17,3,3,Standard,19.51
0.619,15,0,5,Standard,7.31
1.38,17,5,5,Express,12.23
0.549,9,1,3,Standard,3.35
1.811,23,1,6,Standard,17.16
1.542,14,0,2,Standard,29.37
0.738,17,0,2,Standard,11.16
1.68,17,4,3,Standard,8.7
1.202,12,4,4,Standard,4.27
1.181,5,5,2,Standard,47.75
1.224,12,3,6,Standard,9.62
2.643,8,2,4,Standard,8.68
3.966,12,2,1,Express,15.02
0.58,20,3,1,Standard,6.25
1.069,10,5,5,Standard,10.99
1.501,8,4,3,Express,10.31
1.161,18,3,3,Standard,2.82
3.968,10,4,1,Standard,9.23
1.799,16,1,1,Standard,5.93
2.03,23,2,3,Standard,17.2
13.184,21,3,6,Express,35.44
6.942,15,4,1,Standard,13.23
1.57,18,5,6,Standard,8.69
13.544,5,2,4,Express,44.0
2.986,0,5,4,Express,16.74
1.101,14,6,6,Standard,13.17
4.192,18,0,4,Express,26.87
1.863,19,5,6,Standard,12.33
4.752,22,4,2,Standard,12.13
23.047,17,6,3,Standard,29.03
6.22,21,5,4,Standard,14.29
0.648,9,1,4,Standard,9.01
0.769,1,3,5,Standard,10.94
11.159,23,6,4,Standard,33.87
2.996,20,3,3,Standard,13.12
0.598,20,6,2,Express,2.81
2.32,11,1,6,Standard,9.85
2.456,18,4,4,Standard,9.66
2.395,8,4,1,Standard,12.53
1.979,7,1,3,Standard,7.09
1.539,11,5,5,Express,10.13
2.547,15,1,6,Express,11.69
3.285,23,0,4,Standard,11.35
8.357,14,4,3,Standard,17.1
1.588,10,2,1,Standard,29.92
6.837,9,1,6,Standard,11.19
2.095,0,5,2,Standard,8.7
1.24,21,5,5,Standard,43.75
1.061,1,3,4,Standard,15.46
0.815,19,2,6,Express,13.58
20.956,10,0,1,Standard,11.57
4.833,19,0,2,Standard,17.28
3.302,23,4,4,Standard,13.59
0.483,20,6,3,Express,7.48
2.199,23,2,3,Standard,12.68
4.035,0,3,2,Express,22.88
2.375,23,5,5,Standard,18.96
1.031,21,6,6,Standard,20.86
2.783,15,2,3,Standard,13.05
2.644,8,4,1,Express,19.03
0.818,9,4,3,Standard,28.04
1.056,5,1,5,Standard,16.38
2.546,9,2,4,Standard,5.95
6.294,20,1,6,Standard,19.81
2.073,23,6,3,Express,23.06
3.179,19,3,6,Standard,10.31
1.237,11,4,3,Standard,13.74
0.943,21,4,6,Express,7.75
0.765,19,0,4,Express,6.59
4.859,3,4,3,Standard,24.13
0.824,13,6,5,Express,7.76
2.626,15,2,3,Standard,13.22
2.172,2,6,2,Standard,28.03
1.001,14,2,4,Express,15.14
4.22,8,3,4,Standard,19.55
2.352,1,4,4,Express,23.51
3.079,20,0,3,Express,21.43
2.956,21,3,3,Express,17.15
4.379,21,1,5,Standard,18.72
9.987,14,3,2,Standard,10.71
4.582,15,1,1,Standard,12.78
0.802,13,6,2,Express,7.57
1.319,16,4,4,Standard,18.4
1.047,13,0,5,Standard,16.98
14.458,14,6,4,Standard,18.26
1.381,11,4,3,Standard,11.56
15.582,14,1,2,Express,19.76
5.117,19,0,6,Express,17.55
0.729,20,4,6,Standard,21.0
1.011,6,2,3,Standard,19.89
0.799,16,1,1,Standard,6.77
2.052,17,4,4,Standard,9.76
1.989,12,0,3,Standard,3.89
2.279,21,2,5,Standard,20.51
5.418,18,2,5,Express,15.17
2.848,7,1,6,Standard,19.57
0.795,7,3,3,Standard,6.0
5.677,1,3,3,Standard,19.69
4.731,1,6,1,Express,34.9
3.042,21,4,1,Standard,10.8
0.624,3,6,4,Standard,22.24
2.025,13,5,4,Standard,13.5
1.13,10,1,4,Express,7.18
7.089,3,6,1,Standard,27.8
0.764,2,6,2,Standard,12.5
1.456,12,4,1,Express,9.37
1.146,19,3,2,Standard,7.03
1.485,13,1,1,Express,7.51
6.328,20,5,1,Standard,26.04
3.229,12,3,5,Standard,7.84
0.816,11,4,6,Standard,9.63
5.512,15,3,4,Standard,11.0
5.041,22,6,5,Standard,20.81
2.403,14,6,4,Standard,7.77
1.201,12,3,3,Standard,7.44
2.954,21,1,3,Express,12.8
9.525,1,3,2,Express,62.8
2.827,0,2,5,Standard,13.2
1.481,14,4,1,Standard,10.75
2.039,15,6,2,Standard,7.93
2.217,20,4,2,Standard,19.42
0.899,18,4,1,Express,15.09
3.646,19,2,6,Standard,20.01
1.104,16,3,2,Standard,14.25
1.076,4,6,2,Standard,9.96
2.61,14,2,5,Standard,8.38
1.032,21,2,6,Standard,15.54
1.078,9,0,5,Express,16.74
1.463,11,5,2,Standard,22.23
7.956,12,2,2,Standard,21.33
2.008,9,1,3,Standard,7.03
1.53,11,2,6,Express,6.88
2.025,19,2,6,Express,13.14
3.628,1,4,6,Standard,10.6
1.622,18,3,4,Standard,10.58
0.995,7,4,4,Express,11.53
3.888,14,1,2,Standard,12.8
3.746,1,2,5,Standard,28.81
18.719,12,0,1,Express,24.05
3.618,19,3,5,Standard,10.3
5.354,7,0,2,Standard,15.57
0.995,19,6,3,Standard,14.39
2.994,23,6,6,Standard,20.65
12.445,22,4,6,Standard,30.71
1.97,12,2,6,Standard,8.39
3.291,20,5,4,Standard,15.99
3.806,20,5,3,Standard,21.31
1.129,9,4,2,Standard,11.52
19.839,4,2,6,Standard,41.48
0.623,12,2,2,Standard,10.15
6.147,0,6,6,Standard,17.59
1.265,7,5,1,Standard,35.3
1.924,18,4,4,Standard,9.31
2.244,10,1,4,Standard,17.45
8.358,13,6,4,Standard,33.43
1.707,15,0,2,Express,16.32
1.26,22,2,4,Standard,8.21
1.958,11,3,1,Express,20.63
4.547,23,5,5,Standard,12.13
1.462,1,5,5,Standard,6.83
1.155,18,4,2,Express,11.56
1.2,22,0,2,Standard,16.87
22.237,14,1,4,Standard,28.43
5.271,1,4,6,Standard,20.58
2.045,1,5,3,Standard,9.6
2.157,8,0,4,Standard,15.26
8.602,4,4,1,Standard,24.27
1.703,22,5,6,Express,25.07
1.037,19,4,3,Standard,12.78
3.944,19,4,2,Standard,12.84
10.603,10,1,5,Standard,21.79
6.661,0,2,6,Express,30.34
1.313,10,5,6,Standard,14.82
7.802,23,6,4,Standard,27.89
17.059,20,2,2,Standard,40.17
1.921,19,5,4,Standard,13.48
2.331,2,4,1,Standard,22.08
1.3,8,3,2,Standard,8.84
1.342,10,0,6,Standard,9.72
1.395,5,1,5,Standard,41.16
4.339,23,1,2,Standard,19.38
1.666,20,2,2,Standard,10.16
0.951,15,0,5,Standard,9.96
3.55,5,5,1,Standard,25.26
1.614,14,5,6,Standard,11.22
4.652,17,2,5,Express,9.44
3.28,18,1,6,Standard,10.74
0.989,17,0,4,Standard,10.92
0.554,0,4,6,Standard,11.46
3.571,15,6,4,Standard,11.44
0.799,20,2,1,Standard,18.93
0.861,8,1,2,Standard,19.01
1.732,8,3,3,Standard,10.64
5.315,17,4,5,Standard,5.53
0.638,19,4,5,Standard,15.01
9.099,15,2,5,Standard,13.55
3.19,0,0,1,Standard,13.99
7.642,0,4,4,Standard,17.35
11.412,23,4,5,Standard,26.35
1.099,16,4,4,Standard,8.81
1.402,7,6,3,Express,17.5
1.833,16,4,1,Standard,20.0
4.187,6,3,6,Standard,18.94
7.626,18,2,5,Express,12.02
1.738,14,3,4,Standard,6.95
3.063,0,6,3,Standard,15.77
2.428,19,1,6,Standard,11.25
0.435,11,4,4,Standard,9.26
1.732,9,2,2,Express,15.08
22.644,12,1,3,Standard,35.26
4.051,23,4,2,Standard,12.09
4.976,18,3,6,Standard,11.04
6.368,23,5,3,Standard,9.6
2.759,21,4,4,Standard,16.39
0.837,2,5,5,Standard,11.2
9.234,12,5,1,Standard,23.9
2.956,11,5,4,Standard,13.28
2.177,19,0,4,Standard,23.32
21.815,11,0,5,Standard,52.39
14.92,23,3,3,Standard,33.07
6.82,22,6,2,Standard,25.26
1.3,5,3,5,Standard,23.29
2.892,18,3,3,Standard,17.71
6.397,8,1,2,Standard,10.75
6.39,4,3,4,Standard,30.67
2.67,9,6,3,Express,24.7
6.713,4,4,1,Standard,11.99
3.535,23,0,3,Standard,16.44
1.427,16,5,4,Standard,5.06
3.018,13,1,6,Express,16.66
7.539,23,1,4,Standard,24.67
2.962,7,4,4,Express,19.96
10.363,22,3,3,Standard,18.36
3.062,20,1,5,Standard,10.1
1.102,6,1,6,Standard,15.02
1.205,9,1,5,Standard,4.68
4.731,12,0,6,Standard,11.07
0.494,12,1,4,Standard,3.96
1.481,8,4,2,Standard,5.59
1.369,17,2,3,Standard,11.46
1.616,13,5,3,Standard,10.81
0.687,16,5,2,Standard,9.1
0.987,13,6,2,Standard,14.15
1.202,14,0,1,Express,16.43
4.292,23,4,3,Standard,13.85
2.375,8,1,5,Standard,7.45
0.627,21,6,1,Standard,9.03
4.287,16,6,2,Standard,16.81
2.568,12,5,2,Standard,15.64
7.062,19,6,6,Standard,15.36
2.024,15,5,5,Express,14.38
5.835,0,1,2,Express,21.16
9.606,1,1,2,Standard,20.75
3.92,14,5,1,Standard,13.84
4.794,8,0,6,Standard,22.21
1.799,12,6,6,Standard,5.28
1.143,23,4,1,Standard,3.73
4.948,21,1,1,Standard,19.64
3.283,6,4,1,Standard,26.98
0.899,18,1,5,Standard,4.81
0.616,19,3,4,Standard,7.32
7.697,1,6,1,Standard,28.33
1.96,16,4,4,Standard,9.3
3.331,17,5,4,Standard,6.04
1.022,19,3,3,Standard,8.93
8.504,12,4,6,Standard,11.54
1.774,19,4,6,Standard,11.11
0.533,16,2,5,Standard,10.09
1.373,14,4,3,Standard,10.54
0.871,18,1,2,Standard,14.52
1.231,9,1,3,Standard,12.67
1.292,12,4,3,Express,18.32
4.517,13,5,2,Standard,14.07
3.783,8,3,1,Standard,11.0
1.695,15,1,3,Standard,13.01
2.705,22,4,3,Standard,13.53
10.898,0,3,2,Standard,45.99
1.643,13,0,5,Standard,12.2
1.675,22,3,3,Standard,10.12
4.366,20,0,2,Standard,15.78
3.025,0,3,3,Express,24.57
1.424,8,0,2,Express,8.11
7.054,23,1,5,Standard,30.6
7.36,18,1,5,Express,16.53
21.371,15,6,4,Standard,19.44
10.22,22,4,1,Standard,22.07
1.546,8,1,5,Standard,9.14
1.869,13,5,4,Standard,13.27
1.082,11,2,6,Standard,4.13
1.755,15,5,2,Standard,10.07
3.671,0,4,3,Standard,15.09
1.635,18,5,3,Standard,9.14
1.76,13,1,2,Standard,4.87
2.183,7,1,1,Standard,27.1
1.56,7,1,1,Express,40.68
0.999,17,6,5,Standard,6.68
2.77,0,5,4,Standard,13.28
1.611,20,4,3,Standard,10.8
3.479,7,4,1,Standard,14.65
19.75,13,1,6,Standard,34.48
2.49,23,4,2,Standard,12.9
3.635,20,5,4,Standard,15.16
1.394,14,5,3,Standard,10.33
2.485,21,1,3,Standard,13.93
2.579,0,4,5,Standard,32.46
12.012,5,2,6,Standard,24.84
2.612,10,5,5,Standard,14.16
1.323,12,1,5,Standard,8.19
0.614,9,6,5,Express,6.41
1.904,0,6,2,Standard,11.56
3.713,19,3,1,Standard,12.4
14.867,19,6,6,Standard,26.55
6.816,18,3,3,Standard,21.62
4.436,12,4,6,Express,14.09
2.356,19,0,1,Standard,19.45
5.455,3,6,3,Express,21.83
1.472,16,2,5,Standard,8.33
2.684,13,4,1,Standard,12.2
15.003,22,4,5,Standard,21.22
2.899,13,6,3,Standard,10.91
0.422,10,6,5,Standard,15.33
3.503,21,0,2,Express,24.11
0.916,10,2,5,Standard,12.78
0.666,11,3,1,Standard,6.38
1.842,6,1,4,Express,12.82
4.448,18,5,2,Standard,13.18
2.577,22,0,2,Standard,15.75
0.607,15,5,5,Standard,9.84
1.665,12,2,5,Standard,7.32
3.034,7,4,5,Standard,15.78
2.081,9,2,4,Standard,5.76
4.745,6,1,1,Standard,21.79
0.357,11,2,1,Standard,7.61
3.368,8,6,1,Standard,30.31
2.527,13,4,6,Standard,6.55
1.876,13,4,3,Standard,15.74
1.379,19,3,1,Standard,9.3
7.101,14,4,2,Standard,15.34
3.941,16,2,4,Standard,10.95
1.544,19,6,2,Standard,10.07
3.453,16,5,4,Standard,19.86
1.147,7,0,3,Standard,9.67
4.044,19,0,3,Standard,15.67
0.935,21,1,4,Standard,20.41
1.107,20,5,4,Standard,14.92
2.063,13,1,2,Standard,12.18
2.993,8,3,5,Standard,16.33
1.196,8,2,1,Standard,8.19
10.95,13,1,5,Express,24.65
2.664,18,0,2,Standard,11.56
12.825,15,5,5,Standard,30.84
1.129,13,5,5,Standard,10.39
2.879,15,0,3,Standard,11.5
11.819,19,6,5,Standard,31.1
3.235,10,6,5,Standard,12.95
0.913,0,5,1,Standard,20.93
1.386,1,5,1,Express,11.44
1.11,18,6,5,Standard,17.6
0.857,13,0,3,Express,9.95
4.233,17,5,1,Standard,8.72
1.921,19,5,4,Standard,10.59
1.883,14,3,2,Standard,15.03
2.104,14,4,5,Standard,12.18
2.546,23,3,2,Standard,14.8
6.546,2,6,2,Standard,23.01
2.453,14,2,6,Standard,8.66
1.403,20,1,3,Standard,4.71
2.034,13,6,4,Standard,12.2
6.321,22,1,5,Standard,14.43
0.63,19,2,5,Express,15.41
0.867,14,2,3,Standard,9.49
1.111,11,0,1,Standard,17.17
1.968,19,2,3,Standard,10.12
5.496,20,2,2,Express,16.77
2.434,20,3,4,Standard,12.09
4.756,13,3,5,Standard,12.38
1.297,11,6,5,Standard,9.17
4.689,1,4,3,Standard,16.11
1.115,13,2,2,Standard,8.64
0.479,23,4,4,Standard,9.75
8.498,0,4,4,Standard,19.73
1.463,11,6,1,Standard,13.44
6.642,19,4,2,Standard,15.63
0.934,10,3,6,Standard,13.96
1.028,7,1,4,Standard,6.6
2.211,16,0,5,Standard,13.91
0.701,4,6,1,Express,26.18
8.143,5,1,4,Standard,23.1
3.864,18,0,1,Standard,17.52
5.98,1,3,2,Standard,20.48
2.9,9,1,5,Standard,7.09
2.634,23,5,3,Standard,31.6
5.08,19,2,3,Standard,10.92
2.266,21,1,1,Express,20.44
0.871,10,4,2,Standard,5.96
2.966,19,5,5,Standard,7.82
1.07,10,4,4,Standard,2.34
7.971,17,4,1,Standard,17.43
1.629,8,4,3,Standard,12.0
4.922,19,6,4,Standard,12.25
1.454,13,2,2,Express,3.75
22.423,3,4,4,Standard,50.01
7.41,11,2,2,Standard,29.61
2.32,22,4,1,Standard,11.58
4.504,23,2,3,Standard,17.27
1.557,22,2,3,Standard,6.17
4.682,0,6,3,Standard,26.42
1.399,7,1,4,Standard,19.23
0.711,12,3,3,Standard,16.72
2.648,21,3,3,Standard,19.34
5.402,16,3,3,Standard,12.87
1.723,8,4,2,Standard,10.08
1.516,9,4,2,Express,8.25
3.125,8,1,3,Standard,11.27
1.482,13,1,4,Standard,3.77
2.351,11,0,3,Standard,13.18
1.442,12,6,6,Express,2.52
0.441,12,5,3,Standard,6.34
3.816,7,1,4,Standard,14.55
2.525,14,4,3,Express,18.42
2.589,14,5,4,Express,13.45
0.917,17,1,5,Standard,13.15
2.203,23,1,6,Standard,15.64
4.206,13,5,4,Express,15.48
4.162,16,6,5,Standard,13.63
1.365,17,1,3,Standard,14.45
2.313,20,2,6,Standard,15.2
22.597,17,5,3,Standard,32.59
6.888,23,0,3,Standard,15.19
0.966,7,2,2,Standard,6.7
8.693,22,0,5,Standard,18.08
2.243,10,1,2,Standard,9.71
1.741,14,0,5,Standard,7.22
9.737,6,6,4,Standard,31.21
1.216,7,0,2,Express,22.05
2.347,17,3,3,Standard,10.13
0.47,10,4,6,Express,4.66
0.463,0,3,4,Standard,7.25
1.495,21,6,4,Standard,13.39
5.953,21,4,3,Standard,16.86
4.413,3,6,4,Standard,21.5
2.596,17,0,2,Standard,10.09
0.625,18,4,6,Standard,13.64
1.013,20,6,2,Standard,31.18
1.579,8,3,2,Express,7.77
2.496,1,1,5,Standard,13.49
2.726,13,5,2,Express,8.4
2.086,22,0,3,Standard,11.96
1.392,11,0,3,Express,17.99
2.252,18,3,6,Standard,11.07
1.916,21,2,5,Standard,17.59
1.815,13,1,1,Standard,4.86
1.152,15,1,2,Standard,8.05
1.371,0,0,1,Standard,16.08
1.641,1,6,1,Express,19.67
2.732,0,5,2,Standard,18.73
5.326,10,1,5,Standard,12.22
5.401,2,6,1,Express,21.57
1.673,14,5,4,Standard,17.36
1.466,10,4,5,Standard,16.65
4.719,14,5,3,Standard,11.62
1.944,14,1,4,Standard,9.47
3.053,7,2,3,Standard,15.9
2.414,20,4,3,Standard,15.49
0.728,0,1,4,Express,14.44
2.396,19,5,4,Standard,7.04
5.184,4,5,1,Express,13.7
2.131,8,3,2,Standard,10.26
0.884,18,6,4,Standard,11.78
6.139,8,3,5,Standard,11.95
0.806,8,5,4,Standard,16.57
1.914,16,5,3,Standard,9.69
2.837,9,5,5,Standard,18.77
1.982,13,0,2,Standard,11.97
2.573,11,5,2,Standard,8.16
1.515,17,6,6,Standard,11.13
2.493,14,5,1,Standard,10.05
1.889,20,0,2,Standard,14.02
1.692,19,0,2,Standard,10.78
0.508,16,2,5,Standard,5.04
1.631,14,6,1,Standard,17.27
2.547,3,1,3,Standard,24.32
6.79,2,6,5,Standard,36.93
7.534,20,6,3,Standard,14.86
0.927,13,4,3,Standard,10.59
1.181,19,2,3,Express,9.71
0.615,19,1,5,Standard,6.77
0.899,11,0,5,Standard,6.18
1.674,16,6,2,Standard,9.75
2.465,21,4,4,Standard,12.68
6.654,22,4,6,Standard,8.28
0.723,22,2,2,Standard,10.29
0.872,17,3,5,Express,22.05
2.495,2,4,4,Standard,13.57
20.126,23,6,6,Standard,46.36
7.955,15,1,2,Standard,28.38
0.857,13,4,2,Standard,12.05
4.642,15,1,5,Standard,8.9
2.832,19,4,4,Standard,15.83
1.432,9,3,2,Standard,8.8
1.021,20,1,2,Standard,11.24
2.092,22,3,1,Standard,13.31
9.125,8,2,2,Express,23.1
1.009,7,4,3,Express,11.91
1.032,8,5,2,Standard,13.86
0.81,14,4,1,Express,11.16
1.227,6,2,4,Standard,7.99
